Transaction_ID,Fecha_Compra,Producto,Categoría,Precio_Unitario,Cantidad_Vendida,Total_Venta,Método_Pago,Ciudad_Cliente,País_Cliente,Descuento_Aplicado,Costo_Envio,Tiempo_Entrega_Estimado,Tiempo_Entrega_Real,Satisfacción_Cliente,Tipo_Cliente,Valoración_Producto,Frecuencia_Compra,Rentabilidad
2015,2023-03-25 22:00:00,Impresora,Electrónica,15633,7,109431,Efectivo,Rosario,Argentina,28,745.342780741411,7,11,4,VIP,3,Alta,43027.0572192586
2016,2023-03-25 23:00:00,Mouse,Computación,13605,5,68025,Efectivo,Tucumán,Argentina,26,558.9821365181468,7,9,2,Nuevo,3,Media,26651.017863481855
2017,2023-03-26 00:00:00,Laptop,Accesorios,6735,1,6735,Tarjeta de Crédito,Rosario,Argentina,14,151.64286663862916,4,2,4,Nuevo,2,Baja,2542.357133361371
2018,2023-03-26 01:00:00,Smartphone,Computación,14242,9,128178,Transferencia Bancaria,Buenos Aires,Argentina,8,799.6914048788533,9,10,2,Recurrente,1,Alta,50471.508595121144
2019,2023-03-26 02:00:00,Laptop,Electrónica,20797,6,124782,Efectivo,Buenos Aires,Argentina,18,1073.6906662596155,6,9,4,VIP,4,Alta,48839.10933374039
2020,2023-03-26 03:00:00,Auriculares,Computación,13726,7,96082,Transferencia Bancaria,Buenos Aires,Argentina,4,946.9760642063708,12,10,5,Recurrente,3,Alta,37485.82393579363
2021,2023-03-26 04:00:00,Teclado,Electrónica,21719,7,152033,Tarjeta de Crédito,Buenos Aires,Argentina,4,1694.571061371926,7,9,2,Nuevo,5,Alta,59118.62893862807
2022,2023-03-26 05:00:00,Tablet,Electrónica,7934,7,55538,Efectivo,Córdoba,Argentina,10,479.8006835992958,7,8,1,VIP,3,Alta,21735.399316400708
2023,2023-03-26 06:00:00,Smartphone,Accesorios,14319,8,114552,Transferencia Bancaria,Mendoza,Argentina,6,635.6907895903689,11,11,4,Nuevo,4,Alta,45185.10921040963
2024,2023-03-26 07:00:00,Laptop,Accesorios,20434,6,122604,Tarjeta de Crédito,Mendoza,Argentina,3,1255.7577179495581,8,7,4,Recurrente,3,Alta,47785.84228205045
2025,2023-03-26 08:00:00,Monitor,Electrónica,10912,6,65472,Transferencia Bancaria,Rosario,Argentina,25,829.4062057547625,8,8,4,Nuevo,4,Alta,25359.39379424524
2026,2023-03-26 09:00:00,Smartphone,Computación,12826,3,38478,PayPal,Salta,Argentina,26,1025.615172485449,8,11,5,Recurrente,3,Media,14365.58482751455
2027,2023-03-26 10:00:00,Teclado,Electrónica,24044,6,144264,Tarjeta de Crédito,La Plata,Argentina,4,1560.5050603748316,13,14,4,Recurrente,5,Alta,56145.094939625174
2028,2023-03-26 11:00:00,Mouse,Electrónica,20651,1,20651,PayPal,Buenos Aires,Argentina,27,832.8814320098597,8,11,1,VIP,4,Baja,7427.51856799014
2029,2023-03-26 12:00:00,Smartphone,Computación,26738,8,213904,Tarjeta de Crédito,Mendoza,Argentina,27,1902.5766020204287,5,8,3,Recurrente,4,Alta,83659.02339797957
2030,2023-03-26 13:00:00,Mouse,Computación,24656,7,172592,Tarjeta de Crédito,Mendoza,Argentina,2,1001.778353741833,14,18,3,VIP,4,Alta,68035.02164625817
2031,2023-03-26 14:00:00,Teclado,Computación,13784,7,96488,Efectivo,Buenos Aires,Argentina,22,483.89788039478356,5,3,3,VIP,4,Alta,38111.30211960522
2032,2023-03-26 15:00:00,Laptop,Computación,16748,1,16748,PayPal,Salta,Argentina,16,804.1356849440641,13,17,3,VIP,3,Baja,5895.064315055936
2033,2023-03-26 16:00:00,Teclado,Electrónica,16104,1,16104,PayPal,Córdoba,Argentina,26,778.4518265950861,9,7,4,VIP,4,Baja,5663.148173404914
2034,2023-03-26 17:00:00,Smartphone,Electrónica,5312,5,26560,PayPal,Córdoba,Argentina,22,134.17845887020775,14,13,5,VIP,2,Media,10489.821541129792
2035,2023-03-26 18:00:00,Monitor,Accesorios,12232,1,12232,Tarjeta de Crédito,Neuquén,Argentina,13,835.3669880223343,10,11,5,Recurrente,4,Baja,4057.433011977666
2036,2023-03-26 19:00:00,Impresora,Electrónica,22322,2,44644,PayPal,Mendoza,Argentina,14,1009.4302213374219,12,13,2,Recurrente,5,Baja,16848.16977866258
2037,2023-03-26 20:00:00,Smartphone,Computación,7439,2,14878,PayPal,Neuquén,Argentina,21,296.6651020311961,10,8,5,VIP,5,Baja,5654.534897968804
2038,2023-03-26 21:00:00,Teclado,Accesorios,4216,3,12648,Efectivo,Córdoba,Argentina,30,160.91504216396154,9,13,5,Recurrente,5,Media,4898.284957836039
2039,2023-03-26 22:00:00,Impresora,Computación,21575,4,86300,Transferencia Bancaria,Tucumán,Argentina,8,629.5660049875986,11,12,2,VIP,4,Media,33890.433995012405
2040,2023-03-26 23:00:00,Teclado,Electrónica,6147,3,18441,Transferencia Bancaria,Buenos Aires,Argentina,15,310.25398554894537,4,4,4,Recurrente,5,Media,7066.146014451055
2041,2023-03-27 00:00:00,Monitor,Accesorios,24005,7,168035,PayPal,Salta,Argentina,2,1858.846548009161,11,14,4,VIP,3,Alta,65355.15345199084
2042,2023-03-27 01:00:00,Teclado,Computación,24144,3,72432,PayPal,Mendoza,Argentina,24,1216.0256929205873,7,8,1,Nuevo,4,Media,27756.774307079417
2043,2023-03-27 02:00:00,Laptop,Accesorios,24438,3,73314,PayPal,Buenos Aires,Argentina,2,683.2410049262155,6,6,2,Nuevo,3,Media,28642.358995073784
2044,2023-03-27 03:00:00,Tablet,Accesorios,17521,6,105126,PayPal,Córdoba,Argentina,18,1058.232548287982,14,17,5,VIP,4,Alta,40992.16745171202
2045,2023-03-27 04:00:00,Mouse,Electrónica,22151,8,177208,Transferencia Bancaria,Buenos Aires,Argentina,2,1101.774652549897,7,9,2,Recurrente,4,Alta,69781.4253474501
2046,2023-03-27 05:00:00,Mouse,Computación,16710,9,150390,Efectivo,Córdoba,Argentina,15,1103.2718556429884,13,17,2,VIP,5,Alta,59052.72814435701
2047,2023-03-27 06:00:00,Smartphone,Accesorios,6562,7,45934,Tarjeta de Crédito,Salta,Argentina,13,467.54874824662545,4,5,4,Recurrente,3,Alta,17906.051251753375
2048,2023-03-27 07:00:00,Tablet,Accesorios,9600,9,86400,PayPal,Córdoba,Argentina,8,207.58749152739915,6,10,3,VIP,2,Alta,34352.412508472604
2049,2023-03-27 08:00:00,Teclado,Computación,21941,6,131646,PayPal,Buenos Aires,Argentina,1,655.7516021207789,12,16,1,VIP,4,Alta,52002.64839787923
2050,2023-03-27 09:00:00,Monitor,Accesorios,16716,3,50148,Transferencia Bancaria,Salta,Argentina,17,899.2827664968183,4,2,3,Recurrente,5,Media,19159.917233503184
2051,2023-03-27 10:00:00,Smartphone,Accesorios,21173,2,42346,PayPal,Córdoba,Argentina,5,1570.0676014010883,8,9,1,Recurrente,4,Baja,15368.332398598914
2052,2023-03-27 11:00:00,Teclado,Accesorios,22723,2,45446,Efectivo,Neuquén,Argentina,21,1502.750872165789,14,15,3,VIP,5,Baja,16675.64912783421
2053,2023-03-27 12:00:00,Impresora,Computación,6922,1,6922,Efectivo,Tucumán,Argentina,0,151.50194598587845,12,10,1,Nuevo,3,Baja,2617.2980540141216
2054,2023-03-27 13:00:00,Auriculares,Computación,11060,2,22120,PayPal,Rosario,Argentina,19,852.997412432387,3,5,3,Nuevo,2,Baja,7995.002587567613
2055,2023-03-27 14:00:00,Teclado,Computación,10269,8,82152,Transferencia Bancaria,Buenos Aires,Argentina,17,332.90730924818075,9,9,5,Nuevo,2,Alta,32527.89269075182
2056,2023-03-27 15:00:00,Tablet,Computación,21747,4,86988,PayPal,Rosario,Argentina,30,766.8353039231006,3,7,2,Nuevo,3,Media,34028.364696076904
2057,2023-03-27 16:00:00,Smartphone,Electrónica,15725,8,125800,PayPal,Buenos Aires,Argentina,9,672.8395434478197,10,11,5,Nuevo,3,Alta,49647.16045655218
2058,2023-03-27 17:00:00,Tablet,Accesorios,17221,4,68884,Transferencia Bancaria,Córdoba,Argentina,10,472.89608033419313,9,12,1,Recurrente,4,Media,27080.703919665804
2059,2023-03-27 18:00:00,Smartphone,Computación,23939,8,191512,Efectivo,Córdoba,Argentina,10,1119.1164730540083,8,7,2,Nuevo,2,Alta,75485.683526946
2060,2023-03-27 19:00:00,Teclado,Accesorios,23478,8,187824,Tarjeta de Crédito,Salta,Argentina,12,1143.4004344007863,12,15,2,Recurrente,3,Alta,73986.19956559922
2061,2023-03-27 20:00:00,Laptop,Accesorios,5226,1,5226,PayPal,Mendoza,Argentina,3,398.55946032754554,10,14,2,Nuevo,3,Baja,1691.8405396724545
2062,2023-03-27 21:00:00,Impresora,Electrónica,19328,8,154624,Efectivo,Tucumán,Argentina,25,1326.5323315942114,13,13,3,Recurrente,4,Alta,60523.0676684058
2063,2023-03-27 22:00:00,Teclado,Computación,20863,4,83452,PayPal,Neuquén,Argentina,25,1611.9591494091299,9,9,3,Nuevo,4,Media,31768.840850590874
2064,2023-03-27 23:00:00,Mouse,Computación,5100,5,25500,Tarjeta de Crédito,Mendoza,Argentina,10,110.78384069491341,14,15,3,Nuevo,5,Media,10089.216159305086
2065,2023-03-28 00:00:00,Tablet,Accesorios,18796,2,37592,Transferencia Bancaria,Rosario,Argentina,15,632.1415964322989,8,7,4,Recurrente,2,Baja,14404.6584035677
2066,2023-03-28 01:00:00,Auriculares,Computación,18429,5,92145,Efectivo,Córdoba,Argentina,16,1431.0402592721236,12,10,2,Recurrente,4,Media,35426.95974072788
2067,2023-03-28 02:00:00,Auriculares,Accesorios,10345,6,62070,Tarjeta de Crédito,Mendoza,Argentina,5,206.99959828744926,12,16,3,VIP,3,Alta,24621.00040171255
2068,2023-03-28 03:00:00,Monitor,Accesorios,5208,7,36456,PayPal,Córdoba,Argentina,24,287.8456530454004,13,12,3,Nuevo,3,Alta,14294.554346954601
2069,2023-03-28 04:00:00,Smartphone,Electrónica,18693,9,168237,Tarjeta de Crédito,Buenos Aires,Argentina,27,688.271983999,4,2,4,Nuevo,3,Alta,66606.528016001
2070,2023-03-28 05:00:00,Tablet,Electrónica,3271,8,26168,Efectivo,Mendoza,Argentina,1,76.88248811973968,9,7,2,Recurrente,3,Alta,10390.317511880261
2071,2023-03-28 06:00:00,Monitor,Electrónica,18462,7,129234,Transferencia Bancaria,Rosario,Argentina,21,478.6569676205434,7,11,2,Recurrente,3,Alta,51214.943032379466
2072,2023-03-28 07:00:00,Tablet,Accesorios,16448,6,98688,PayPal,Salta,Argentina,21,428.48424922375347,5,7,5,Nuevo,4,Alta,39046.71575077625
2073,2023-03-28 08:00:00,Mouse,Computación,26439,2,52878,Transferencia Bancaria,Mendoza,Argentina,13,1042.8301244215425,13,14,3,Nuevo,3,Baja,20108.369875578457
2074,2023-03-28 09:00:00,Smartphone,Electrónica,23593,1,23593,Transferencia Bancaria,Córdoba,Argentina,4,1477.7297292425064,4,3,4,Recurrente,2,Baja,7959.470270757494
2075,2023-03-28 10:00:00,Teclado,Computación,12520,6,75120,Tarjeta de Crédito,La Plata,Argentina,13,496.229170216262,8,11,5,Recurrente,4,Alta,29551.770829783738
2076,2023-03-28 11:00:00,Teclado,Electrónica,9358,4,37432,Tarjeta de Crédito,La Plata,Argentina,3,554.6592713843827,8,6,2,Nuevo,1,Media,14418.140728615617
2077,2023-03-28 12:00:00,Auriculares,Electrónica,14883,3,44649,Efectivo,Salta,Argentina,11,655.4731003259564,13,12,4,Recurrente,5,Media,17204.126899674047
2078,2023-03-28 13:00:00,Teclado,Accesorios,10905,1,10905,Efectivo,Salta,Argentina,19,224.33029464038634,10,12,4,Recurrente,2,Baja,4137.6697053596135
2079,2023-03-28 14:00:00,Teclado,Electrónica,12636,9,113724,Transferencia Bancaria,Tucumán,Argentina,27,290.6823429912561,11,13,4,Nuevo,3,Alta,45198.91765700875
2080,2023-03-28 15:00:00,Mouse,Electrónica,17697,5,88485,Efectivo,Salta,Argentina,23,1093.2218236295143,6,6,4,VIP,3,Media,34300.778176370484
2081,2023-03-28 16:00:00,Laptop,Accesorios,24167,1,24167,Transferencia Bancaria,Córdoba,Argentina,4,1508.3979564731146,9,10,5,Recurrente,4,Baja,8158.402043526887
2082,2023-03-28 17:00:00,Auriculares,Computación,9964,5,49820,PayPal,Neuquén,Argentina,11,438.9655481381504,5,3,3,VIP,5,Media,19489.03445186185
2083,2023-03-28 18:00:00,Monitor,Electrónica,14783,1,14783,Transferencia Bancaria,Buenos Aires,Argentina,2,432.8683367905566,9,12,3,Recurrente,4,Baja,5480.331663209444
2084,2023-03-28 19:00:00,Impresora,Accesorios,24602,2,49204,Efectivo,Mendoza,Argentina,9,1951.5250301430283,8,11,5,VIP,4,Baja,17730.074969856974
2085,2023-03-28 20:00:00,Laptop,Electrónica,22754,8,182032,Efectivo,Salta,Argentina,15,705.5300384365878,4,5,4,Recurrente,5,Alta,72107.26996156342
2086,2023-03-28 21:00:00,Monitor,Accesorios,20217,4,80868,Transferencia Bancaria,La Plata,Argentina,29,1264.1902428826852,10,11,5,VIP,4,Media,31083.009757117317
2087,2023-03-28 22:00:00,Smartphone,Computación,22836,5,114180,Tarjeta de Crédito,Buenos Aires,Argentina,14,1490.40254001377,7,5,3,VIP,4,Media,44181.59745998623
2088,2023-03-28 23:00:00,Laptop,Computación,11954,5,59770,Transferencia Bancaria,Neuquén,Argentina,20,348.7981940276991,8,11,4,Recurrente,4,Media,23559.2018059723
2089,2023-03-29 00:00:00,Mouse,Accesorios,12473,3,37419,Transferencia Bancaria,Córdoba,Argentina,29,835.3302228358402,3,3,3,VIP,3,Media,14132.269777164161
2090,2023-03-29 01:00:00,Monitor,Accesorios,22464,5,112320,Tarjeta de Crédito,Buenos Aires,Argentina,21,1151.3519813822716,3,2,4,Nuevo,3,Media,43776.64801861773
2091,2023-03-29 02:00:00,Smartphone,Accesorios,22006,1,22006,PayPal,Córdoba,Argentina,19,1507.8575920245203,12,13,5,Nuevo,4,Baja,7294.542407975479
2092,2023-03-29 03:00:00,Auriculares,Computación,19612,5,98060,Tarjeta de Crédito,Neuquén,Argentina,12,695.2671592072281,12,13,1,Nuevo,3,Media,38528.73284079277
2093,2023-03-29 04:00:00,Impresora,Electrónica,8910,3,26730,Efectivo,Neuquén,Argentina,17,436.24361626201767,12,11,3,VIP,4,Media,10255.756383737982
2094,2023-03-29 05:00:00,Smartphone,Computación,23384,8,187072,Tarjeta de Crédito,Tucumán,Argentina,24,1538.3826286106287,8,10,3,Recurrente,4,Alta,73290.41737138937
2095,2023-03-29 06:00:00,Teclado,Accesorios,16922,9,152298,Efectivo,Mendoza,Argentina,6,442.6553927814026,14,16,1,VIP,2,Alta,60476.544607218595
2096,2023-03-29 07:00:00,Tablet,Accesorios,17734,2,35468,Efectivo,Buenos Aires,Argentina,15,668.5830494508217,6,7,3,Recurrente,3,Baja,13518.61695054918
2097,2023-03-29 08:00:00,Smartphone,Computación,9518,8,76144,Transferencia Bancaria,Neuquén,Argentina,28,298.20375062183575,8,6,5,VIP,2,Alta,30159.396249378162
2098,2023-03-29 09:00:00,Smartphone,Accesorios,17691,1,17691,Transferencia Bancaria,Mendoza,Argentina,19,702.8287548257941,9,8,5,Recurrente,4,Baja,6373.571245174206
2099,2023-03-29 10:00:00,Impresora,Computación,11726,9,105534,PayPal,Buenos Aires,Argentina,3,302.8624529885787,14,13,3,VIP,5,Alta,41910.73754701143
2100,2023-03-29 11:00:00,Tablet,Accesorios,13781,3,41343,Efectivo,Córdoba,Argentina,16,1007.569873612691,6,8,3,VIP,2,Media,15529.63012638731
2101,2023-03-29 12:00:00,Teclado,Electrónica,24607,2,49214,Transferencia Bancaria,Neuquén,Argentina,6,1109.2255486454758,14,15,1,Nuevo,2,Baja,18576.374451354528
2102,2023-03-29 13:00:00,Monitor,Electrónica,4885,4,19540,Efectivo,Córdoba,Argentina,27,233.39876649417747,12,13,4,VIP,4,Media,7582.601233505822
2103,2023-03-29 14:00:00,Monitor,Accesorios,17744,9,159696,PayPal,Buenos Aires,Argentina,7,824.1572563613673,7,5,5,Nuevo,4,Alta,63054.24274363864
2104,2023-03-29 15:00:00,Smartphone,Computación,10732,1,10732,Efectivo,Tucumán,Argentina,28,527.1335064632478,7,8,1,Recurrente,4,Baja,3765.6664935367526
2105,2023-03-29 16:00:00,Mouse,Electrónica,23993,2,47986,PayPal,Córdoba,Argentina,3,1879.561315598906,3,5,4,Recurrente,5,Baja,17314.838684401097
2106,2023-03-29 17:00:00,Mouse,Computación,28775,7,201425,PayPal,Rosario,Argentina,2,1592.1804314379153,4,7,4,Nuevo,1,Alta,78977.81956856209
2107,2023-03-29 18:00:00,Tablet,Accesorios,14511,8,116088,PayPal,Rosario,Argentina,28,678.9498317884902,6,7,4,VIP,3,Alta,45756.2501682115
2108,2023-03-29 19:00:00,Tablet,Computación,7030,7,49210,Transferencia Bancaria,Mendoza,Argentina,26,225.36335524837878,11,12,4,Recurrente,4,Alta,19458.636644751623
2109,2023-03-29 20:00:00,Teclado,Electrónica,12106,5,60530,Tarjeta de Crédito,Salta,Argentina,9,420.36335502230315,7,8,4,VIP,3,Media,23791.636644977698
2110,2023-03-29 21:00:00,Impresora,Computación,14110,4,56440,Tarjeta de Crédito,Rosario,Argentina,23,420.1122220262042,13,16,3,VIP,4,Media,22155.887777973796
2111,2023-03-29 22:00:00,Auriculares,Computación,7540,9,67860,Transferencia Bancaria,Rosario,Argentina,2,363.3112576234286,3,4,2,VIP,5,Alta,26780.688742376573
2112,2023-03-29 23:00:00,Monitor,Accesorios,23163,7,162141,Efectivo,Tucumán,Argentina,18,782.4739684217022,5,8,3,Recurrente,4,Alta,64073.9260315783
2113,2023-03-30 00:00:00,Impresora,Accesorios,13760,4,55040,Transferencia Bancaria,Tucumán,Argentina,2,893.3560684121612,11,13,4,Recurrente,4,Media,21122.643931587838
2114,2023-03-30 01:00:00,Laptop,Accesorios,9399,8,75192,Efectivo,Salta,Argentina,20,249.67125776645435,3,3,4,VIP,4,Alta,29827.128742233548
2115,2023-03-30 02:00:00,Monitor,Electrónica,4165,9,37485,PayPal,La Plata,Argentina,4,143.8496089968154,5,3,3,Nuevo,1,Alta,14850.150391003184
2116,2023-03-30 03:00:00,Impresora,Electrónica,5109,3,15327,Transferencia Bancaria,Salta,Argentina,8,346.41561062072833,4,8,4,Nuevo,5,Media,5784.384389379273
2117,2023-03-30 04:00:00,Monitor,Accesorios,8582,4,34328,Tarjeta de Crédito,La Plata,Argentina,8,410.8960933706493,8,10,2,Nuevo,4,Media,13320.303906629351
2118,2023-03-30 05:00:00,Auriculares,Accesorios,13377,6,80262,Efectivo,Tucumán,Argentina,11,363.51214093447066,8,8,4,VIP,4,Alta,31741.28785906553
2119,2023-03-30 06:00:00,Laptop,Electrónica,14582,1,14582,Transferencia Bancaria,La Plata,Argentina,26,926.0801557553191,6,4,2,Nuevo,4,Baja,4906.7198442446825
2120,2023-03-30 07:00:00,Mouse,Electrónica,12218,7,85526,Transferencia Bancaria,Tucumán,Argentina,2,655.0384077160552,11,11,1,Recurrente,2,Alta,33555.361592283945
2121,2023-03-30 08:00:00,Mouse,Electrónica,12181,3,36543,Efectivo,La Plata,Argentina,26,336.1542057991624,3,4,2,Nuevo,3,Media,14281.045794200838
2122,2023-03-30 09:00:00,Auriculares,Electrónica,17227,4,68908,PayPal,Córdoba,Argentina,22,1171.5764386324306,3,5,2,Nuevo,1,Media,26391.623561367574
2123,2023-03-30 10:00:00,Teclado,Accesorios,10120,6,60720,PayPal,Tucumán,Argentina,28,438.2522669711056,10,14,2,VIP,2,Alta,23849.747733028893
2124,2023-03-30 11:00:00,Laptop,Electrónica,8047,8,64376,PayPal,Salta,Argentina,2,262.70426083068423,8,9,2,Recurrente,3,Alta,25487.695739169318
2125,2023-03-30 12:00:00,Smartphone,Accesorios,10013,5,50065,PayPal,Mendoza,Argentina,10,504.28140040128926,10,12,3,Recurrente,3,Media,19521.71859959871
2126,2023-03-30 13:00:00,Impresora,Computación,28997,4,115988,Efectivo,Mendoza,Argentina,14,996.9832379813689,6,4,2,Nuevo,2,Media,45398.21676201863
2127,2023-03-30 14:00:00,Laptop,Computación,7518,2,15036,Tarjeta de Crédito,Tucumán,Argentina,0,298.11313303094335,9,13,4,VIP,3,Baja,5716.286866969056
2128,2023-03-30 15:00:00,Teclado,Electrónica,24802,7,173614,Transferencia Bancaria,Rosario,Argentina,28,1797.6806489664311,13,15,4,VIP,5,Alta,67647.91935103358
2129,2023-03-30 16:00:00,Teclado,Computación,8443,5,42215,Transferencia Bancaria,Neuquén,Argentina,15,624.9046673429233,9,10,1,Nuevo,3,Media,16261.095332657076
2130,2023-03-30 17:00:00,Auriculares,Computación,9307,4,37228,PayPal,Mendoza,Argentina,17,239.7187280737028,10,9,4,Recurrente,4,Media,14651.481271926297
2131,2023-03-30 18:00:00,Monitor,Computación,7440,3,22320,Efectivo,Salta,Argentina,21,392.1796489811348,14,13,3,Recurrente,5,Media,8535.820351018865
2132,2023-03-30 19:00:00,Laptop,Electrónica,22061,2,44122,Tarjeta de Crédito,Rosario,Argentina,20,904.3458555224028,3,3,3,Recurrente,5,Baja,16744.454144477597
2133,2023-03-30 20:00:00,Impresora,Electrónica,19618,3,58854,Tarjeta de Crédito,Mendoza,Argentina,4,1025.8476136369056,11,11,2,VIP,3,Media,22515.752386363092
2134,2023-03-30 21:00:00,Laptop,Computación,21285,1,21285,Transferencia Bancaria,Neuquén,Argentina,23,1042.7379046180433,4,7,4,Nuevo,4,Baja,7471.262095381957
2135,2023-03-30 22:00:00,Tablet,Accesorios,20326,5,101630,PayPal,Buenos Aires,Argentina,1,1416.4191147716322,6,6,4,VIP,3,Media,39235.580885228366
2136,2023-03-30 23:00:00,Monitor,Computación,27197,3,81591,Transferencia Bancaria,Buenos Aires,Argentina,30,1301.3711300660798,13,12,2,Recurrente,5,Media,31335.02886993392
2137,2023-03-31 00:00:00,Impresora,Electrónica,16665,1,16665,Transferencia Bancaria,Tucumán,Argentina,2,930.8528415459375,4,5,5,VIP,4,Baja,5735.147158454062
2138,2023-03-31 01:00:00,Mouse,Electrónica,19646,6,117876,Tarjeta de Crédito,Neuquén,Argentina,26,651.8305436471024,4,8,4,Recurrente,3,Alta,46498.5694563529
2139,2023-03-31 02:00:00,Impresora,Electrónica,11495,5,57475,Efectivo,Salta,Argentina,22,376.9314073462133,9,12,4,Nuevo,5,Media,22613.068592653788
2140,2023-03-31 03:00:00,Smartphone,Computación,5664,4,22656,Tarjeta de Crédito,Salta,Argentina,16,118.8598876369035,6,4,4,Recurrente,5,Media,8943.540112363096
2141,2023-03-31 04:00:00,Auriculares,Accesorios,14680,9,132120,Transferencia Bancaria,Mendoza,Argentina,25,1056.7742238166122,3,1,2,Nuevo,5,Alta,51791.22577618339
2142,2023-03-31 05:00:00,Smartphone,Electrónica,24542,2,49084,PayPal,Córdoba,Argentina,15,1854.489501008121,5,5,2,VIP,5,Baja,17779.110498991882
2143,2023-03-31 06:00:00,Impresora,Electrónica,18408,7,128856,PayPal,Rosario,Argentina,19,1150.5173140001136,9,13,4,VIP,3,Alta,50391.882685999895
2144,2023-03-31 07:00:00,Monitor,Computación,24563,7,171941,Efectivo,Neuquén,Argentina,15,1433.3735591002066,9,10,3,VIP,3,Alta,67343.0264408998
2145,2023-03-31 08:00:00,Laptop,Accesorios,18738,1,18738,Efectivo,Mendoza,Argentina,0,497.379857260831,6,7,2,Recurrente,3,Baja,6997.82014273917
2146,2023-03-31 09:00:00,Mouse,Computación,22475,7,157325,Efectivo,Tucumán,Argentina,9,1013.2577493470724,12,10,3,Nuevo,5,Alta,61916.742250652926
2147,2023-03-31 10:00:00,Laptop,Electrónica,12659,7,88613,Transferencia Bancaria,Neuquén,Argentina,10,316.6285856692991,7,9,5,VIP,5,Alta,35128.571414330705
2148,2023-03-31 11:00:00,Monitor,Accesorios,11511,1,11511,Transferencia Bancaria,Rosario,Argentina,10,686.5567688417764,11,10,4,VIP,4,Baja,3917.843231158224
2149,2023-03-31 12:00:00,Impresora,Accesorios,14406,9,129654,Efectivo,La Plata,Argentina,28,487.66598152654853,7,7,2,Nuevo,5,Alta,51373.934018473454
2150,2023-03-31 13:00:00,Teclado,Electrónica,6400,3,19200,PayPal,Tucumán,Argentina,11,411.8850993359228,12,11,5,Recurrente,4,Media,7268.114900664077
2151,2023-03-31 14:00:00,Laptop,Accesorios,13960,3,41880,PayPal,Mendoza,Argentina,18,453.06718124860873,4,4,2,VIP,5,Media,16298.932818751391
2152,2023-03-31 15:00:00,Teclado,Accesorios,20374,8,162992,PayPal,Córdoba,Argentina,12,576.4226250439152,9,9,4,Recurrente,4,Alta,64620.377374956086
2153,2023-03-31 16:00:00,Laptop,Computación,25813,7,180691,Transferencia Bancaria,Neuquén,Argentina,9,2032.0861139497922,14,14,4,Recurrente,4,Alta,70244.31388605022
2154,2023-03-31 17:00:00,Laptop,Electrónica,18279,6,109674,Tarjeta de Crédito,La Plata,Argentina,24,1018.1328263103813,7,8,5,Recurrente,4,Alta,42851.46717368963
2155,2023-03-31 18:00:00,Mouse,Electrónica,15489,1,15489,PayPal,Tucumán,Argentina,13,1108.161169650443,11,10,3,VIP,4,Baja,5087.438830349557
2156,2023-03-31 19:00:00,Auriculares,Electrónica,10462,2,20924,PayPal,Mendoza,Argentina,25,479.42010271494956,6,9,4,VIP,3,Baja,7890.179897285051
2157,2023-03-31 20:00:00,Auriculares,Electrónica,15750,2,31500,PayPal,Buenos Aires,Argentina,21,577.6365199339062,14,12,1,Nuevo,3,Baja,12022.363480066093
2158,2023-03-31 21:00:00,Tablet,Electrónica,13124,9,118116,Efectivo,Salta,Argentina,29,1049.021202546201,3,1,4,Nuevo,3,Alta,46197.378797453806
2159,2023-03-31 22:00:00,Smartphone,Accesorios,9811,7,68677,Transferencia Bancaria,Mendoza,Argentina,0,243.835399765204,4,8,3,Recurrente,1,Alta,27226.964600234798
2160,2023-03-31 23:00:00,Monitor,Computación,7470,2,14940,Efectivo,Buenos Aires,Argentina,30,227.16523588148934,14,16,5,VIP,4,Baja,5748.834764118511
2161,2023-04-01 00:00:00,Monitor,Electrónica,11501,2,23002,Efectivo,Buenos Aires,Argentina,23,347.44237631629665,10,13,3,Recurrente,3,Baja,8853.357623683705
2162,2023-04-01 01:00:00,Monitor,Computación,29287,6,175722,Tarjeta de Crédito,Tucumán,Argentina,0,958.1670106908164,14,12,4,Nuevo,3,Alta,69330.63298930919
2163,2023-04-01 02:00:00,Tablet,Computación,22396,7,156772,Efectivo,Mendoza,Argentina,1,1028.046213476937,13,11,1,Recurrente,4,Alta,61680.75378652306
2164,2023-04-01 03:00:00,Auriculares,Accesorios,17007,9,153063,Tarjeta de Crédito,Salta,Argentina,0,1143.534525512071,6,5,5,Recurrente,3,Alta,60081.66547448793
2165,2023-04-01 04:00:00,Impresora,Electrónica,5677,6,34062,Efectivo,Mendoza,Argentina,10,301.6400875341193,4,8,4,VIP,4,Alta,13323.15991246588
2166,2023-04-01 05:00:00,Teclado,Accesorios,12955,4,51820,PayPal,Buenos Aires,Argentina,13,907.0780647803113,11,9,5,Recurrente,5,Media,19820.92193521969
2167,2023-04-01 06:00:00,Mouse,Electrónica,8014,6,48084,Transferencia Bancaria,Rosario,Argentina,25,560.9905621827874,6,4,5,Recurrente,3,Alta,18672.609437817217
2168,2023-04-01 07:00:00,Teclado,Accesorios,7863,8,62904,Efectivo,La Plata,Argentina,25,519.2207621960238,10,8,1,VIP,4,Alta,24642.379237803976
2169,2023-04-01 08:00:00,Impresora,Computación,28268,5,141340,Tarjeta de Crédito,Córdoba,Argentina,19,2115.123318311676,6,8,5,VIP,3,Media,54420.87668168832
