Transaction_ID,Fecha_Compra,Producto,Categoría,Precio_Unitario,Cantidad_Vendida,Total_Venta,Método_Pago,Ciudad_Cliente,País_Cliente,Descuento_Aplicado,Costo_Envio,Tiempo_Entrega_Estimado,Tiempo_Entrega_Real,Satisfacción_Cliente,Tipo_Cliente,Valoración_Producto
1982,2023-03-24 13:00:00,Auriculares,Accesorios,150,4,600,Tarjeta de Crédito,Rosario,Argentina,11,16,8,17,3,Recurrente,3
1983,2023-03-24 14:00:00,Auriculares,Electrónica,4321,3,12963,Transferencia Bancaria,Rosario,Argentina,12,17,13,16,2,Recurrente,1
1984,2023-03-24 15:00:00,Tablet,Electrónica,287,5,1435,PayPal,Salta,Argentina,6,13,8,8,4,Recurrente,1
1985,2023-03-24 16:00:00,Impresora,Electrónica,4075,3,12225,Transferencia Bancaria,Tucumán,Argentina,22,63,12,11,3,Nuevo,4
1986,2023-03-24 17:00:00,Impresora,Electrónica,2968,9,26712,Transferencia Bancaria,Salta,Argentina,17,49,4,5,2,VIP,5
1987,2023-03-24 18:00:00,Smartphone,Electrónica,2592,3,7776,Tarjeta de Crédito,Tucumán,Argentina,13,74,10,4,5,Recurrente,5
1988,2023-03-24 19:00:00,Auriculares,Computación,2053,2,4106,Transferencia Bancaria,Salta,Argentina,10,47,7,19,3,Nuevo,5
1989,2023-03-24 20:00:00,Tablet,Electrónica,1587,5,7935,Transferencia Bancaria,Salta,Argentina,27,78,9,2,3,VIP,5
1990,2023-03-24 21:00:00,Monitor,Electrónica,804,6,4824,Transferencia Bancaria,Rosario,Argentina,13,27,9,14,5,Recurrente,5
1991,2023-03-24 22:00:00,Auriculares,Computación,3418,1,3418,Efectivo,Tucumán,Argentina,16,83,4,19,5,VIP,2
1992,2023-03-24 23:00:00,Tablet,Electrónica,2308,6,13848,PayPal,Rosario,Argentina,23,49,5,9,3,VIP,3
1993,2023-03-25 00:00:00,Tablet,Accesorios,3715,3,11145,PayPal,Buenos Aires,Argentina,20,27,7,12,5,VIP,5
1994,2023-03-25 01:00:00,Laptop,Electrónica,4285,4,17140,Tarjeta de Crédito,Salta,Argentina,25,38,3,11,2,Nuevo,1
1995,2023-03-25 02:00:00,Monitor,Electrónica,590,6,3540,Efectivo,Córdoba,Argentina,30,20,13,5,3,Recurrente,3
1996,2023-03-25 03:00:00,Laptop,Accesorios,319,8,2552,Efectivo,Tucumán,Argentina,1,67,13,5,3,Recurrente,4
1997,2023-03-25 04:00:00,Smartphone,Accesorios,3510,9,31590,Transferencia Bancaria,La Plata,Argentina,18,55,12,5,1,Recurrente,4
1998,2023-03-25 05:00:00,Laptop,Accesorios,3458,6,20748,PayPal,Neuquén,Argentina,15,36,13,13,3,Nuevo,5
1999,2023-03-25 06:00:00,Teclado,Accesorios,555,7,3885,Tarjeta de Crédito,La Plata,Argentina,21,42,8,9,1,VIP,2
2000,2023-03-25 07:00:00,Laptop,Electrónica,1179,5,5895,Efectivo,La Plata,Argentina,9,60,3,14,5,Nuevo,2
2001,2023-03-25 08:00:00,Teclado,Accesorios,2129,9,19161,Transferencia Bancaria,Córdoba,Argentina,21,73,12,9,5,Recurrente,3
2002,2023-03-25 09:00:00,Auriculares,Accesorios,3195,4,12780,Tarjeta de Crédito,Rosario,Argentina,7,21,6,4,2,VIP,2
2003,2023-03-25 10:00:00,Impresora,Computación,3292,6,19752,Efectivo,Rosario,Argentina,20,90,13,13,1,Nuevo,4
2004,2023-03-25 11:00:00,Mouse,Accesorios,4958,5,24790,Tarjeta de Crédito,Neuquén,Argentina,4,43,5,19,3,Nuevo,5
2005,2023-03-25 12:00:00,Mouse,Accesorios,411,1,411,Efectivo,Neuquén,Argentina,6,45,10,16,1,Nuevo,1
2006,2023-03-25 13:00:00,Tablet,Computación,3770,5,18850,Tarjeta de Crédito,Mendoza,Argentina,25,52,14,15,5,Nuevo,4
2007,2023-03-25 14:00:00,Mouse,Computación,1506,5,7530,Efectivo,Neuquén,Argentina,12,86,14,10,5,VIP,4
2008,2023-03-25 15:00:00,Teclado,Electrónica,4117,9,37053,Efectivo,La Plata,Argentina,15,32,3,6,2,Nuevo,3
2009,2023-03-25 16:00:00,Monitor,Computación,4245,1,4245,Tarjeta de Crédito,La Plata,Argentina,29,81,8,16,5,VIP,2
2010,2023-03-25 17:00:00,Laptop,Electrónica,1731,5,8655,Efectivo,Rosario,Argentina,30,54,14,9,1,Nuevo,1
2011,2023-03-25 18:00:00,Teclado,Computación,1102,7,7714,Efectivo,La Plata,Argentina,4,5,8,4,3,Recurrente,1
2012,2023-03-25 19:00:00,Monitor,Computación,2559,6,15354,Efectivo,Rosario,Argentina,15,54,8,13,3,Nuevo,2
2013,2023-03-25 20:00:00,Impresora,Electrónica,4777,6,28662,Tarjeta de Crédito,Salta,Argentina,14,23,2,6,1,Nuevo,5
2014,2023-03-25 21:00:00,Mouse,Computación,731,7,5117,Tarjeta de Crédito,Salta,Argentina,8,63,9,10,2,Recurrente,2
2015,2023-03-25 22:00:00,Impresora,Electrónica,3982,6,23892,Efectivo,Rosario,Argentina,21,72,3,4,3,VIP,5
2016,2023-03-25 23:00:00,Mouse,Computación,2179,5,10895,Efectivo,Tucumán,Argentina,22,71,6,9,1,Nuevo,1
2017,2023-03-26 00:00:00,Laptop,Accesorios,4899,5,24495,Tarjeta de Crédito,Rosario,Argentina,11,45,3,14,1,Nuevo,3
2018,2023-03-26 01:00:00,Smartphone,Computación,4066,9,36594,Transferencia Bancaria,Buenos Aires,Argentina,7,14,14,9,5,Recurrente,4
2019,2023-03-26 02:00:00,Laptop,Electrónica,3352,8,26816,Efectivo,Buenos Aires,Argentina,12,32,6,6,5,VIP,1
2020,2023-03-26 03:00:00,Auriculares,Computación,769,4,3076,Transferencia Bancaria,Buenos Aires,Argentina,4,38,8,8,2,Recurrente,1
2021,2023-03-26 04:00:00,Teclado,Electrónica,124,4,496,Tarjeta de Crédito,Buenos Aires,Argentina,13,43,7,6,2,Nuevo,1
2022,2023-03-26 05:00:00,Tablet,Electrónica,1343,5,6715,Efectivo,Córdoba,Argentina,15,87,14,10,2,VIP,4
2023,2023-03-26 06:00:00,Smartphone,Accesorios,1972,3,5916,Transferencia Bancaria,Mendoza,Argentina,10,60,13,6,1,Nuevo,5
2024,2023-03-26 07:00:00,Laptop,Accesorios,4207,8,33656,Tarjeta de Crédito,Mendoza,Argentina,19,56,6,9,1,Recurrente,3
2025,2023-03-26 08:00:00,Monitor,Electrónica,369,7,2583,Transferencia Bancaria,Rosario,Argentina,30,7,5,13,5,Nuevo,3
2026,2023-03-26 09:00:00,Smartphone,Computación,2199,5,10995,PayPal,Salta,Argentina,11,27,9,5,3,Recurrente,3
2027,2023-03-26 10:00:00,Teclado,Electrónica,1502,3,4506,Tarjeta de Crédito,La Plata,Argentina,14,21,12,10,2,Recurrente,5
2028,2023-03-26 11:00:00,Mouse,Electrónica,1605,5,8025,PayPal,Buenos Aires,Argentina,23,75,9,15,4,VIP,2
2029,2023-03-26 12:00:00,Smartphone,Computación,4257,3,12771,Tarjeta de Crédito,Mendoza,Argentina,11,30,2,14,2,Recurrente,2
2030,2023-03-26 13:00:00,Mouse,Computación,3082,5,15410,Tarjeta de Crédito,Mendoza,Argentina,25,22,11,4,5,VIP,3
2031,2023-03-26 14:00:00,Teclado,Computación,510,1,510,Efectivo,Buenos Aires,Argentina,8,50,3,5,1,VIP,1
2032,2023-03-26 15:00:00,Laptop,Computación,936,6,5616,PayPal,Salta,Argentina,0,74,4,2,5,VIP,1
2033,2023-03-26 16:00:00,Teclado,Electrónica,3583,4,14332,PayPal,Córdoba,Argentina,2,35,14,2,5,VIP,4
2034,2023-03-26 17:00:00,Smartphone,Electrónica,3986,4,15944,PayPal,Córdoba,Argentina,11,97,2,12,5,VIP,2
2035,2023-03-26 18:00:00,Monitor,Accesorios,1165,8,9320,Tarjeta de Crédito,Neuquén,Argentina,19,13,12,17,4,Recurrente,1
2036,2023-03-26 19:00:00,Impresora,Electrónica,1125,2,2250,PayPal,Mendoza,Argentina,12,39,4,5,4,Recurrente,3
2037,2023-03-26 20:00:00,Smartphone,Computación,3926,4,15704,PayPal,Neuquén,Argentina,22,85,11,8,2,VIP,4
2038,2023-03-26 21:00:00,Teclado,Accesorios,4665,2,9330,Efectivo,Córdoba,Argentina,5,64,13,13,1,Recurrente,2
2039,2023-03-26 22:00:00,Impresora,Computación,4957,1,4957,Transferencia Bancaria,Tucumán,Argentina,9,80,9,7,5,VIP,4
2040,2023-03-26 23:00:00,Teclado,Electrónica,1974,3,5922,Transferencia Bancaria,Buenos Aires,Argentina,9,67,5,10,3,Recurrente,1
2041,2023-03-27 00:00:00,Monitor,Accesorios,976,8,7808,PayPal,Salta,Argentina,15,56,14,9,2,VIP,3
2042,2023-03-27 01:00:00,Teclado,Computación,4702,6,28212,PayPal,Mendoza,Argentina,26,52,14,15,2,Nuevo,3
2043,2023-03-27 02:00:00,Laptop,Accesorios,2331,7,16317,PayPal,Buenos Aires,Argentina,0,65,8,16,5,Nuevo,3
2044,2023-03-27 03:00:00,Tablet,Accesorios,1105,2,2210,PayPal,Córdoba,Argentina,15,28,8,6,2,VIP,1
2045,2023-03-27 04:00:00,Mouse,Electrónica,4724,6,28344,Transferencia Bancaria,Buenos Aires,Argentina,3,78,12,16,5,Recurrente,5
2046,2023-03-27 05:00:00,Mouse,Computación,591,8,4728,Efectivo,Córdoba,Argentina,5,62,6,7,2,VIP,3
2047,2023-03-27 06:00:00,Smartphone,Accesorios,2211,8,17688,Tarjeta de Crédito,Salta,Argentina,18,68,13,2,1,Recurrente,5
2048,2023-03-27 07:00:00,Tablet,Accesorios,2301,4,9204,PayPal,Córdoba,Argentina,30,34,2,10,2,VIP,3
2049,2023-03-27 08:00:00,Teclado,Computación,1102,6,6612,PayPal,Buenos Aires,Argentina,1,33,11,5,2,VIP,5
2050,2023-03-27 09:00:00,Monitor,Accesorios,4619,5,23095,Transferencia Bancaria,Salta,Argentina,17,14,5,3,3,Recurrente,2
2051,2023-03-27 10:00:00,Smartphone,Accesorios,2794,9,25146,PayPal,Córdoba,Argentina,9,43,8,7,1,Recurrente,2
2052,2023-03-27 11:00:00,Teclado,Accesorios,3919,8,31352,Efectivo,Neuquén,Argentina,27,59,6,3,1,VIP,3
2053,2023-03-27 12:00:00,Impresora,Computación,4531,2,9062,Efectivo,Tucumán,Argentina,27,32,3,4,1,Nuevo,4
2054,2023-03-27 13:00:00,Auriculares,Computación,4207,7,29449,PayPal,Rosario,Argentina,3,22,9,8,2,Nuevo,4
2055,2023-03-27 14:00:00,Teclado,Computación,4660,7,32620,Transferencia Bancaria,Buenos Aires,Argentina,28,45,3,18,4,Nuevo,1
2056,2023-03-27 15:00:00,Tablet,Computación,4575,1,4575,PayPal,Rosario,Argentina,0,85,12,10,2,Nuevo,2
2057,2023-03-27 16:00:00,Smartphone,Electrónica,4725,1,4725,PayPal,Buenos Aires,Argentina,14,79,9,10,5,Nuevo,2
2058,2023-03-27 17:00:00,Tablet,Accesorios,1610,4,6440,Transferencia Bancaria,Córdoba,Argentina,9,69,14,6,3,Recurrente,4
2059,2023-03-27 18:00:00,Smartphone,Computación,3812,5,19060,Efectivo,Córdoba,Argentina,17,85,12,7,1,Nuevo,3
2060,2023-03-27 19:00:00,Teclado,Accesorios,1214,4,4856,Tarjeta de Crédito,Salta,Argentina,15,50,3,19,5,Recurrente,1
2061,2023-03-27 20:00:00,Laptop,Accesorios,2772,7,19404,PayPal,Mendoza,Argentina,12,64,12,2,5,Nuevo,2
2062,2023-03-27 21:00:00,Impresora,Electrónica,2408,3,7224,Efectivo,Tucumán,Argentina,25,13,6,18,4,Recurrente,1
2063,2023-03-27 22:00:00,Teclado,Computación,520,7,3640,PayPal,Neuquén,Argentina,14,49,5,15,1,Nuevo,2
2064,2023-03-27 23:00:00,Mouse,Computación,1466,8,11728,Tarjeta de Crédito,Mendoza,Argentina,1,64,2,16,2,Nuevo,5
2065,2023-03-28 00:00:00,Tablet,Accesorios,1518,6,9108,Transferencia Bancaria,Rosario,Argentina,19,32,13,6,1,Recurrente,5
2066,2023-03-28 01:00:00,Auriculares,Computación,858,6,5148,Efectivo,Córdoba,Argentina,3,7,9,18,3,Recurrente,1
2067,2023-03-28 02:00:00,Auriculares,Accesorios,221,8,1768,Tarjeta de Crédito,Mendoza,Argentina,0,55,11,12,1,VIP,4
2068,2023-03-28 03:00:00,Monitor,Accesorios,4176,8,33408,PayPal,Córdoba,Argentina,6,12,13,11,5,Nuevo,4
2069,2023-03-28 04:00:00,Smartphone,Electrónica,4192,7,29344,Tarjeta de Crédito,Buenos Aires,Argentina,22,74,4,18,5,Nuevo,2
2070,2023-03-28 05:00:00,Tablet,Electrónica,4275,6,25650,Efectivo,Mendoza,Argentina,25,63,14,2,2,Recurrente,5
2071,2023-03-28 06:00:00,Monitor,Electrónica,2449,6,14694,Transferencia Bancaria,Rosario,Argentina,10,65,5,6,2,Recurrente,5
2072,2023-03-28 07:00:00,Tablet,Accesorios,1695,6,10170,PayPal,Salta,Argentina,25,62,5,17,2,Nuevo,1
2073,2023-03-28 08:00:00,Mouse,Computación,107,8,856,Transferencia Bancaria,Mendoza,Argentina,9,74,6,8,3,Nuevo,1
2074,2023-03-28 09:00:00,Smartphone,Electrónica,1179,1,1179,Transferencia Bancaria,Córdoba,Argentina,0,97,4,13,1,Recurrente,4
2075,2023-03-28 10:00:00,Teclado,Computación,1403,5,7015,Tarjeta de Crédito,La Plata,Argentina,10,16,10,9,4,Recurrente,4
2076,2023-03-28 11:00:00,Teclado,Electrónica,817,3,2451,Tarjeta de Crédito,La Plata,Argentina,23,13,5,19,1,Nuevo,4
2077,2023-03-28 12:00:00,Auriculares,Electrónica,3945,8,31560,Efectivo,Salta,Argentina,9,53,11,2,2,Recurrente,3
2078,2023-03-28 13:00:00,Teclado,Accesorios,732,6,4392,Efectivo,Salta,Argentina,13,87,12,13,3,Recurrente,5
2079,2023-03-28 14:00:00,Teclado,Electrónica,3504,2,7008,Transferencia Bancaria,Tucumán,Argentina,13,21,12,5,1,Nuevo,5
2080,2023-03-28 15:00:00,Mouse,Electrónica,2058,7,14406,Efectivo,Salta,Argentina,6,58,5,13,5,VIP,1
2081,2023-03-28 16:00:00,Laptop,Accesorios,3192,7,22344,Transferencia Bancaria,Córdoba,Argentina,22,48,7,2,1,Recurrente,5
2082,2023-03-28 17:00:00,Auriculares,Computación,1840,5,9200,PayPal,Neuquén,Argentina,10,36,9,2,5,VIP,1
2083,2023-03-28 18:00:00,Monitor,Electrónica,1527,8,12216,Transferencia Bancaria,Buenos Aires,Argentina,21,39,14,4,1,Recurrente,3
2084,2023-03-28 19:00:00,Impresora,Accesorios,935,5,4675,Efectivo,Mendoza,Argentina,27,82,8,13,1,VIP,4
2085,2023-03-28 20:00:00,Laptop,Electrónica,3956,1,3956,Efectivo,Salta,Argentina,3,53,5,14,1,Recurrente,3
2086,2023-03-28 21:00:00,Monitor,Accesorios,4542,9,40878,Transferencia Bancaria,La Plata,Argentina,26,58,5,14,2,VIP,4
2087,2023-03-28 22:00:00,Smartphone,Computación,1588,4,6352,Tarjeta de Crédito,Buenos Aires,Argentina,23,20,6,10,5,VIP,4
2088,2023-03-28 23:00:00,Laptop,Computación,2123,2,4246,Transferencia Bancaria,Neuquén,Argentina,1,89,11,19,3,Recurrente,1
2089,2023-03-29 00:00:00,Mouse,Accesorios,362,4,1448,Transferencia Bancaria,Córdoba,Argentina,6,16,6,2,4,VIP,4
2090,2023-03-29 01:00:00,Monitor,Accesorios,860,9,7740,Tarjeta de Crédito,Buenos Aires,Argentina,18,92,13,7,5,Nuevo,3
2091,2023-03-29 02:00:00,Smartphone,Accesorios,2285,2,4570,PayPal,Córdoba,Argentina,13,12,2,6,2,Nuevo,2
2092,2023-03-29 03:00:00,Auriculares,Computación,2907,4,11628,Tarjeta de Crédito,Neuquén,Argentina,18,25,14,5,5,Nuevo,1
2093,2023-03-29 04:00:00,Impresora,Electrónica,2813,2,5626,Efectivo,Neuquén,Argentina,29,52,9,7,3,VIP,4
2094,2023-03-29 05:00:00,Smartphone,Computación,2082,5,10410,Tarjeta de Crédito,Tucumán,Argentina,6,12,11,4,5,Recurrente,4
2095,2023-03-29 06:00:00,Teclado,Accesorios,1557,3,4671,Efectivo,Mendoza,Argentina,11,32,14,18,2,VIP,5
2096,2023-03-29 07:00:00,Tablet,Accesorios,4595,2,9190,Efectivo,Buenos Aires,Argentina,2,84,6,12,2,Recurrente,1
2097,2023-03-29 08:00:00,Smartphone,Computación,2620,9,23580,Transferencia Bancaria,Neuquén,Argentina,30,14,4,5,4,VIP,1
2098,2023-03-29 09:00:00,Smartphone,Accesorios,1944,5,9720,Transferencia Bancaria,Mendoza,Argentina,14,56,4,2,3,Recurrente,3
2099,2023-03-29 10:00:00,Impresora,Computación,2755,5,13775,PayPal,Buenos Aires,Argentina,4,19,5,5,4,VIP,2
2100,2023-03-29 11:00:00,Tablet,Accesorios,646,1,646,Efectivo,Córdoba,Argentina,7,8,13,4,1,VIP,3
2101,2023-03-29 12:00:00,Teclado,Electrónica,2197,6,13182,Transferencia Bancaria,Neuquén,Argentina,13,94,8,11,2,Nuevo,3
2102,2023-03-29 13:00:00,Monitor,Electrónica,665,7,4655,Efectivo,Córdoba,Argentina,28,83,6,2,4,VIP,3
2103,2023-03-29 14:00:00,Monitor,Accesorios,997,1,997,PayPal,Buenos Aires,Argentina,3,66,2,5,2,Nuevo,2
2104,2023-03-29 15:00:00,Smartphone,Computación,4701,9,42309,Efectivo,Tucumán,Argentina,6,8,13,2,2,Recurrente,3
2105,2023-03-29 16:00:00,Mouse,Electrónica,4423,8,35384,PayPal,Córdoba,Argentina,6,45,14,17,1,Recurrente,1
2106,2023-03-29 17:00:00,Mouse,Computación,3814,8,30512,PayPal,Rosario,Argentina,17,77,6,19,2,Nuevo,2
2107,2023-03-29 18:00:00,Tablet,Accesorios,2063,7,14441,PayPal,Rosario,Argentina,13,59,6,3,4,VIP,4
2108,2023-03-29 19:00:00,Tablet,Computación,3747,5,18735,Transferencia Bancaria,Mendoza,Argentina,7,32,7,7,3,Recurrente,5
2109,2023-03-29 20:00:00,Teclado,Electrónica,540,3,1620,Tarjeta de Crédito,Salta,Argentina,25,51,8,2,5,VIP,5
2110,2023-03-29 21:00:00,Impresora,Computación,4400,9,39600,Tarjeta de Crédito,Rosario,Argentina,11,13,6,6,4,VIP,1
2111,2023-03-29 22:00:00,Auriculares,Computación,2478,7,17346,Transferencia Bancaria,Rosario,Argentina,9,6,14,3,1,VIP,5
2112,2023-03-29 23:00:00,Monitor,Accesorios,591,8,4728,Efectivo,Tucumán,Argentina,30,71,12,2,5,Recurrente,5
2113,2023-03-30 00:00:00,Impresora,Accesorios,1337,6,8022,Transferencia Bancaria,Tucumán,Argentina,13,52,3,17,2,Recurrente,5
2114,2023-03-30 01:00:00,Laptop,Accesorios,1683,5,8415,Efectivo,Salta,Argentina,8,73,3,3,4,VIP,4
2115,2023-03-30 02:00:00,Monitor,Electrónica,4970,8,39760,PayPal,La Plata,Argentina,5,78,14,5,5,Nuevo,5
2116,2023-03-30 03:00:00,Impresora,Electrónica,2976,3,8928,Transferencia Bancaria,Salta,Argentina,29,32,5,4,4,Nuevo,3
2117,2023-03-30 04:00:00,Monitor,Accesorios,1402,7,9814,Tarjeta de Crédito,La Plata,Argentina,4,83,2,18,2,Nuevo,1
2118,2023-03-30 05:00:00,Auriculares,Accesorios,4426,2,8852,Efectivo,Tucumán,Argentina,0,18,8,16,4,VIP,1
2119,2023-03-30 06:00:00,Laptop,Electrónica,1348,3,4044,Transferencia Bancaria,La Plata,Argentina,0,50,14,11,1,Nuevo,1
2120,2023-03-30 07:00:00,Mouse,Electrónica,4918,2,9836,Transferencia Bancaria,Tucumán,Argentina,24,91,2,13,5,Recurrente,4
2121,2023-03-30 08:00:00,Mouse,Electrónica,4017,5,20085,Efectivo,La Plata,Argentina,29,17,4,13,5,Nuevo,4
2122,2023-03-30 09:00:00,Auriculares,Electrónica,4473,7,31311,PayPal,Córdoba,Argentina,19,20,11,8,5,Nuevo,5
2123,2023-03-30 10:00:00,Teclado,Accesorios,2308,1,2308,PayPal,Tucumán,Argentina,16,98,8,11,4,VIP,3
2124,2023-03-30 11:00:00,Laptop,Electrónica,4697,9,42273,PayPal,Salta,Argentina,10,44,12,6,2,Recurrente,5
2125,2023-03-30 12:00:00,Smartphone,Accesorios,2123,1,2123,PayPal,Mendoza,Argentina,25,76,13,12,4,Recurrente,1
2126,2023-03-30 13:00:00,Impresora,Computación,751,1,751,Efectivo,Mendoza,Argentina,11,85,13,3,4,Nuevo,3
2127,2023-03-30 14:00:00,Laptop,Computación,1969,8,15752,Tarjeta de Crédito,Tucumán,Argentina,2,34,7,17,5,VIP,1
2128,2023-03-30 15:00:00,Teclado,Electrónica,2510,6,15060,Transferencia Bancaria,Rosario,Argentina,5,85,8,13,2,VIP,3
2129,2023-03-30 16:00:00,Teclado,Computación,4312,6,25872,Transferencia Bancaria,Neuquén,Argentina,29,69,6,17,3,Nuevo,2
2130,2023-03-30 17:00:00,Auriculares,Computación,4314,9,38826,PayPal,Mendoza,Argentina,10,62,9,5,2,Recurrente,4
2131,2023-03-30 18:00:00,Monitor,Computación,4374,4,17496,Efectivo,Salta,Argentina,28,92,7,3,4,Recurrente,4
2132,2023-03-30 19:00:00,Laptop,Electrónica,416,8,3328,Tarjeta de Crédito,Rosario,Argentina,12,52,13,11,1,Recurrente,1
2133,2023-03-30 20:00:00,Impresora,Electrónica,577,4,2308,Tarjeta de Crédito,Mendoza,Argentina,10,53,5,14,2,VIP,1
2134,2023-03-30 21:00:00,Laptop,Computación,4936,2,9872,Transferencia Bancaria,Neuquén,Argentina,7,93,12,16,5,Nuevo,2
2135,2023-03-30 22:00:00,Tablet,Accesorios,3768,8,30144,PayPal,Buenos Aires,Argentina,28,6,2,2,1,VIP,5
2136,2023-03-30 23:00:00,Monitor,Computación,3659,7,25613,Transferencia Bancaria,Buenos Aires,Argentina,9,93,3,18,3,Recurrente,3
2137,2023-03-31 00:00:00,Impresora,Electrónica,3985,4,15940,Transferencia Bancaria,Tucumán,Argentina,1,18,13,5,3,VIP,2
2138,2023-03-31 01:00:00,Mouse,Electrónica,4669,9,42021,Tarjeta de Crédito,Neuquén,Argentina,23,21,7,10,1,Recurrente,2
2139,2023-03-31 02:00:00,Impresora,Electrónica,2203,9,19827,Efectivo,Salta,Argentina,13,35,5,7,3,Nuevo,1
2140,2023-03-31 03:00:00,Smartphone,Computación,1958,8,15664,Tarjeta de Crédito,Salta,Argentina,28,14,4,4,1,Recurrente,1
2141,2023-03-31 04:00:00,Auriculares,Accesorios,3062,1,3062,Transferencia Bancaria,Mendoza,Argentina,15,74,8,3,4,Nuevo,5
2142,2023-03-31 05:00:00,Smartphone,Electrónica,4278,7,29946,PayPal,Córdoba,Argentina,16,93,8,19,1,VIP,5
2143,2023-03-31 06:00:00,Impresora,Electrónica,3072,5,15360,PayPal,Rosario,Argentina,10,41,3,8,4,VIP,1
2144,2023-03-31 07:00:00,Monitor,Computación,3533,7,24731,Efectivo,Neuquén,Argentina,1,68,9,4,5,VIP,4
2145,2023-03-31 08:00:00,Laptop,Accesorios,2770,9,24930,Efectivo,Mendoza,Argentina,23,34,12,19,5,Recurrente,5
2146,2023-03-31 09:00:00,Mouse,Computación,1820,2,3640,Efectivo,Tucumán,Argentina,22,38,2,10,3,Nuevo,2
2147,2023-03-31 10:00:00,Laptop,Electrónica,4163,4,16652,Transferencia Bancaria,Neuquén,Argentina,4,22,12,17,1,VIP,1
2148,2023-03-31 11:00:00,Monitor,Accesorios,1827,4,7308,Transferencia Bancaria,Rosario,Argentina,30,92,11,7,4,VIP,3
2149,2023-03-31 12:00:00,Impresora,Accesorios,4262,2,8524,Efectivo,La Plata,Argentina,28,67,8,13,5,Nuevo,3
2150,2023-03-31 13:00:00,Teclado,Electrónica,847,3,2541,PayPal,Tucumán,Argentina,15,53,11,7,5,Recurrente,4
2151,2023-03-31 14:00:00,Laptop,Accesorios,3265,8,26120,PayPal,Mendoza,Argentina,15,60,13,14,5,VIP,1
2152,2023-03-31 15:00:00,Teclado,Accesorios,3838,9,34542,PayPal,Córdoba,Argentina,25,95,2,6,3,Recurrente,2
2153,2023-03-31 16:00:00,Laptop,Computación,3026,6,18156,Transferencia Bancaria,Neuquén,Argentina,1,62,14,14,5,Recurrente,4
2154,2023-03-31 17:00:00,Laptop,Electrónica,3787,2,7574,Tarjeta de Crédito,La Plata,Argentina,15,31,13,8,2,Recurrente,2
2155,2023-03-31 18:00:00,Mouse,Electrónica,1761,2,3522,PayPal,Tucumán,Argentina,24,59,4,13,3,VIP,3
2156,2023-03-31 19:00:00,Auriculares,Electrónica,802,7,5614,PayPal,Mendoza,Argentina,4,89,4,5,1,VIP,2
2157,2023-03-31 20:00:00,Auriculares,Electrónica,2519,8,20152,PayPal,Buenos Aires,Argentina,7,23,11,6,2,Nuevo,3
2158,2023-03-31 21:00:00,Tablet,Electrónica,4019,8,32152,Efectivo,Salta,Argentina,28,27,3,17,3,Nuevo,5
2159,2023-03-31 22:00:00,Smartphone,Accesorios,1442,6,8652,Transferencia Bancaria,Mendoza,Argentina,19,51,11,5,3,Recurrente,3
2160,2023-03-31 23:00:00,Monitor,Computación,2655,8,21240,Efectivo,Buenos Aires,Argentina,13,83,14,9,4,VIP,3
2161,2023-04-01 00:00:00,Monitor,Electrónica,727,1,727,Efectivo,Buenos Aires,Argentina,24,70,6,17,2,Recurrente,4
2162,2023-04-01 01:00:00,Monitor,Computación,155,9,1395,Tarjeta de Crédito,Tucumán,Argentina,9,55,5,9,2,Nuevo,4
2163,2023-04-01 02:00:00,Tablet,Computación,3337,1,3337,Efectivo,Mendoza,Argentina,22,88,14,18,2,Recurrente,1
2164,2023-04-01 03:00:00,Auriculares,Accesorios,4803,3,14409,Tarjeta de Crédito,Salta,Argentina,1,32,7,15,5,Recurrente,1
2165,2023-04-01 04:00:00,Impresora,Electrónica,1996,9,17964,Efectivo,Mendoza,Argentina,2,61,3,13,5,VIP,3
2166,2023-04-01 05:00:00,Teclado,Accesorios,1145,5,5725,PayPal,Buenos Aires,Argentina,29,62,5,4,1,Recurrente,5
2167,2023-04-01 06:00:00,Mouse,Electrónica,1832,9,16488,Transferencia Bancaria,Rosario,Argentina,17,19,13,3,1,Recurrente,1
2168,2023-04-01 07:00:00,Teclado,Accesorios,4591,9,41319,Efectivo,La Plata,Argentina,20,20,8,14,1,VIP,3
2169,2023-04-01 08:00:00,Impresora,Computación,3307,6,19842,Tarjeta de Crédito,Córdoba,Argentina,1,51,2,12,5,VIP,4
2170,2023-04-01 09:00:00,Mouse,Electrónica,2047,1,2047,Transferencia Bancaria,Mendoza,Argentina,20,67,14,13,4,Nuevo,1
2171,2023-04-01 10:00:00,Tablet,Computación,4919,7,34433,Tarjeta de Crédito,La Plata,Argentina,28,16,12,19,1,VIP,1
2172,2023-04-01 11:00:00,Impresora,Computación,1611,6,9666,PayPal,La Plata,Argentina,8,47,4,10,3,Recurrente,3
2173,2023-04-01 12:00:00,Monitor,Accesorios,4056,9,36504,Efectivo,Neuquén,Argentina,1,88,2,8,5,Nuevo,3
2174,2023-04-01 13:00:00,Smartphone,Electrónica,1725,7,12075,Transferencia Bancaria,Rosario,Argentina,24,33,3,7,4,Nuevo,2
2175,2023-04-01 14:00:00,Laptop,Computación,1172,4,4688,PayPal,La Plata,Argentina,6,53,10,15,3,Nuevo,2
2176,2023-04-01 15:00:00,Teclado,Accesorios,4031,7,28217,Efectivo,Mendoza,Argentina,6,7,11,19,3,Nuevo,5
