Campo_ID,Provincia,Cultivo,Superficie_Cultivada_ha,Rendimiento_ton_ha,Fecha_Siembra,Fecha_Cosecha,Uso_Fertilizantes,Tipo_Suelo,Nivel_Humedad,Precipitaciones_mm,Temperatura_Media,Plagas_Detectadas,Costo_Producción,Ganancia_Estimada,Exportación
1610,Mendoza,Cebada,57,3.75,2023-03-09 01:00:00,2023-08-07 01:00:00,Sí,Arcilloso,9.0,85,13.1,Sí,82495,29119,No
1611,Santa Fe,Cebada,176,5.14,2023-03-09 02:00:00,2023-08-07 02:00:00,Sí,Arcilloso,33.7,179,25.3,Sí,173156,378455,Sí
1612,Buenos Aires,Trigo,481,6.73,2023-03-09 03:00:00,2023-08-07 03:00:00,No,Franco,32.7,79,10.5,No,31209,284674,No
1613,La Pampa,Cebada,414,8.91,2023-03-09 04:00:00,2023-08-07 04:00:00,No,Arenoso,22.6,48,20.7,No,15814,20420,Sí
1614,Santa Fe,Girasol,280,6.0,2023-03-09 05:00:00,2023-08-07 05:00:00,No,Franco,28.1,153,20.2,Sí,198498,409058,Sí
1615,Buenos Aires,Girasol,90,3.49,2023-03-09 06:00:00,2023-08-07 06:00:00,No,Arcilloso,32.0,178,30.0,No,24192,310381,No
1616,Buenos Aires,Cebada,127,1.38,2023-03-09 07:00:00,2023-08-07 07:00:00,No,Franco,21.9,298,23.3,Sí,152565,152567,Sí
1617,Córdoba,Girasol,54,2.58,2023-03-09 08:00:00,2023-08-07 08:00:00,No,Arenoso,36.7,242,32.5,Sí,152097,461337,Sí
1618,Mendoza,Cebada,284,6.85,2023-03-09 09:00:00,2023-08-07 09:00:00,Sí,Franco,20.3,8,23.8,No,97356,211309,Sí
1619,Entre Ríos,Maíz,190,2.44,2023-03-09 10:00:00,2023-08-07 10:00:00,No,Arcilloso,36.2,191,5.8,No,78671,17560,No
1620,Córdoba,Cebada,482,5.33,2023-03-09 11:00:00,2023-08-07 11:00:00,Sí,Arenoso,25.4,89,16.4,Sí,163579,226047,Sí
1621,Entre Ríos,Maíz,320,7.29,2023-03-09 12:00:00,2023-08-07 12:00:00,No,Arcilloso,19.9,1,26.0,Sí,141913,218126,No
1622,Mendoza,Soja,241,3.77,2023-03-09 13:00:00,2023-08-07 13:00:00,Sí,Arenoso,5.1,2,19.3,Sí,101639,206693,Sí
1623,Córdoba,Girasol,95,7.02,2023-03-09 14:00:00,2023-08-07 14:00:00,Sí,Arenoso,15.3,194,17.6,Sí,65867,456558,Sí
1624,La Pampa,Soja,114,6.23,2023-03-09 15:00:00,2023-08-07 15:00:00,No,Arcilloso,35.4,264,25.1,Sí,62074,345917,No
1625,Córdoba,Girasol,252,4.95,2023-03-09 16:00:00,2023-08-07 16:00:00,Sí,Arcilloso,20.0,267,13.6,No,160754,143155,No
1626,La Pampa,Algodón,186,9.08,2023-03-09 17:00:00,2023-08-07 17:00:00,No,Arcilloso,19.8,242,32.3,Sí,103308,378649,Sí
1627,Entre Ríos,Algodón,243,7.23,2023-03-09 18:00:00,2023-08-07 18:00:00,Sí,Franco,22.1,164,17.4,No,190487,185347,Sí
1628,Santa Fe,Algodón,87,4.25,2023-03-09 19:00:00,2023-08-07 19:00:00,Sí,Arcilloso,15.0,212,23.9,No,168976,26372,Sí
1629,Santa Fe,Soja,135,8.24,2023-03-09 20:00:00,2023-08-07 20:00:00,No,Arenoso,22.2,194,34.5,Sí,46752,357003,Sí
1630,Entre Ríos,Algodón,198,7.64,2023-03-09 21:00:00,2023-08-07 21:00:00,Sí,Franco,18.2,55,28.6,No,24896,215850,No
1631,Entre Ríos,Cebada,69,8.13,2023-03-09 22:00:00,2023-08-07 22:00:00,Sí,Franco,36.8,104,20.9,No,150573,330078,No
1632,Córdoba,Algodón,229,6.77,2023-03-09 23:00:00,2023-08-07 23:00:00,Sí,Franco,24.7,212,30.8,Sí,51727,318626,No
1633,Santa Fe,Soja,85,4.41,2023-03-10 00:00:00,2023-08-08 00:00:00,No,Franco,34.2,153,21.8,No,14855,349594,Sí
1634,Buenos Aires,Girasol,100,4.14,2023-03-10 01:00:00,2023-08-08 01:00:00,Sí,Franco,29.0,215,18.2,No,193830,427823,Sí
1635,La Pampa,Trigo,125,6.89,2023-03-10 02:00:00,2023-08-08 02:00:00,Sí,Franco,12.4,45,31.2,Sí,62120,284067,Sí
1636,Entre Ríos,Girasol,289,2.18,2023-03-10 03:00:00,2023-08-08 03:00:00,No,Arcilloso,35.4,180,5.8,Sí,16702,227133,Sí
1637,Mendoza,Trigo,479,8.38,2023-03-10 04:00:00,2023-08-08 04:00:00,Sí,Arenoso,8.1,59,17.2,No,158979,76107,No
1638,La Pampa,Cebada,176,4.33,2023-03-10 05:00:00,2023-08-08 05:00:00,Sí,Arcilloso,20.7,243,15.3,Sí,160844,498910,Sí
1639,Córdoba,Girasol,135,6.67,2023-03-10 06:00:00,2023-08-08 06:00:00,No,Arenoso,13.4,225,26.4,No,115161,279379,No
1640,Santa Fe,Soja,454,5.49,2023-03-10 07:00:00,2023-08-08 07:00:00,Sí,Franco,23.8,31,5.4,No,160427,83744,Sí
1641,Santa Fe,Cebada,242,5.67,2023-03-10 08:00:00,2023-08-08 08:00:00,Sí,Arcilloso,15.5,174,24.8,No,112091,25936,No
1642,Buenos Aires,Girasol,123,7.64,2023-03-10 09:00:00,2023-08-08 09:00:00,No,Arcilloso,30.3,93,15.4,Sí,113021,301000,No
1643,Santa Fe,Cebada,496,6.64,2023-03-10 10:00:00,2023-08-08 10:00:00,No,Arcilloso,37.8,129,7.9,Sí,166943,135714,Sí
1644,Córdoba,Trigo,109,3.25,2023-03-10 11:00:00,2023-08-08 11:00:00,No,Arenoso,29.8,150,34.4,Sí,140868,257300,Sí
1645,Córdoba,Cebada,160,1.67,2023-03-10 12:00:00,2023-08-08 12:00:00,Sí,Franco,17.4,296,11.4,Sí,64419,20833,Sí
1646,Mendoza,Soja,81,8.56,2023-03-10 13:00:00,2023-08-08 13:00:00,Sí,Franco,26.0,251,15.5,No,61379,243424,No
1647,La Pampa,Girasol,485,8.96,2023-03-10 14:00:00,2023-08-08 14:00:00,Sí,Franco,36.1,138,11.2,Sí,188118,43846,No
1648,La Pampa,Trigo,379,2.48,2023-03-10 15:00:00,2023-08-08 15:00:00,Sí,Arenoso,14.5,270,24.9,Sí,66553,257145,No
1649,La Pampa,Cebada,358,3.79,2023-03-10 16:00:00,2023-08-08 16:00:00,Sí,Arcilloso,9.1,111,28.5,Sí,83664,450808,Sí
1650,Mendoza,Maíz,472,3.54,2023-03-10 17:00:00,2023-08-08 17:00:00,Sí,Arenoso,9.6,157,30.8,No,79875,237331,Sí
1651,Mendoza,Trigo,176,9.44,2023-03-10 18:00:00,2023-08-08 18:00:00,Sí,Franco,22.3,56,14.3,No,133926,205763,Sí
1652,Mendoza,Trigo,81,2.84,2023-03-10 19:00:00,2023-08-08 19:00:00,Sí,Arenoso,30.6,189,20.7,No,162952,285474,No
1653,Buenos Aires,Soja,357,2.5,2023-03-10 20:00:00,2023-08-08 20:00:00,Sí,Arenoso,28.0,32,24.9,Sí,172948,436114,No
1654,Mendoza,Soja,362,2.64,2023-03-10 21:00:00,2023-08-08 21:00:00,Sí,Arenoso,20.9,0,23.9,No,58987,160001,No
1655,Santa Fe,Cebada,20,7.57,2023-03-10 22:00:00,2023-08-08 22:00:00,No,Franco,30.5,130,26.5,No,163913,229714,No
1656,Entre Ríos,Maíz,307,8.99,2023-03-10 23:00:00,2023-08-08 23:00:00,Sí,Arcilloso,27.2,8,28.1,Sí,155057,279596,Sí
1657,Buenos Aires,Trigo,238,4.54,2023-03-11 00:00:00,2023-08-09 00:00:00,No,Franco,27.0,31,7.9,No,127788,401348,Sí
1658,Santa Fe,Cebada,135,2.22,2023-03-11 01:00:00,2023-08-09 01:00:00,Sí,Arenoso,12.1,76,10.0,No,38976,127111,Sí
1659,La Pampa,Algodón,162,6.27,2023-03-11 02:00:00,2023-08-09 02:00:00,No,Arcilloso,15.9,94,27.0,No,54401,178580,Sí
1660,Córdoba,Maíz,171,2.89,2023-03-11 03:00:00,2023-08-09 03:00:00,No,Arcilloso,17.1,184,19.3,No,51718,21327,No
1661,La Pampa,Cebada,287,1.58,2023-03-11 04:00:00,2023-08-09 04:00:00,No,Franco,33.3,276,17.8,Sí,95049,334062,No
1662,Mendoza,Trigo,395,8.98,2023-03-11 05:00:00,2023-08-09 05:00:00,Sí,Franco,32.1,22,18.7,Sí,185470,90410,No
1663,Córdoba,Cebada,188,8.84,2023-03-11 06:00:00,2023-08-09 06:00:00,Sí,Arcilloso,13.8,116,16.2,No,53847,433712,No
1664,La Pampa,Soja,153,9.78,2023-03-11 07:00:00,2023-08-09 07:00:00,No,Arenoso,6.9,29,22.7,Sí,59934,279625,No
1665,Buenos Aires,Soja,148,5.27,2023-03-11 08:00:00,2023-08-09 08:00:00,Sí,Franco,31.9,73,14.7,No,52928,52301,No
1666,Mendoza,Girasol,215,3.65,2023-03-11 09:00:00,2023-08-09 09:00:00,No,Arcilloso,19.3,294,24.1,Sí,166070,121441,Sí
1667,La Pampa,Maíz,105,7.93,2023-03-11 10:00:00,2023-08-09 10:00:00,Sí,Arcilloso,12.7,229,11.1,No,115719,284903,Sí
1668,Córdoba,Algodón,223,2.62,2023-03-11 11:00:00,2023-08-09 11:00:00,No,Arenoso,9.1,262,27.7,No,8741,54766,No
1669,Santa Fe,Trigo,78,3.19,2023-03-11 12:00:00,2023-08-09 12:00:00,No,Arcilloso,5.4,38,28.4,Sí,15179,377885,No
1670,La Pampa,Maíz,365,3.3,2023-03-11 13:00:00,2023-08-09 13:00:00,No,Franco,20.0,103,22.4,No,47332,242920,Sí
1671,Buenos Aires,Soja,480,9.56,2023-03-11 14:00:00,2023-08-09 14:00:00,No,Arcilloso,16.9,193,16.1,Sí,139379,161071,No
1672,Córdoba,Algodón,327,7.57,2023-03-11 15:00:00,2023-08-09 15:00:00,No,Arenoso,29.4,142,5.4,Sí,11777,30474,No
1673,La Pampa,Trigo,28,2.2,2023-03-11 16:00:00,2023-08-09 16:00:00,Sí,Arenoso,39.2,201,8.6,No,58034,94454,Sí
1674,Santa Fe,Girasol,422,1.84,2023-03-11 17:00:00,2023-08-09 17:00:00,Sí,Arenoso,12.2,206,7.4,Sí,52477,438840,No
1675,Mendoza,Soja,435,8.59,2023-03-11 18:00:00,2023-08-09 18:00:00,No,Franco,13.5,33,5.3,Sí,10018,105227,Sí
1676,Mendoza,Soja,416,8.22,2023-03-11 19:00:00,2023-08-09 19:00:00,Sí,Franco,16.8,290,26.7,No,180072,278024,Sí
1677,Mendoza,Algodón,325,7.04,2023-03-11 20:00:00,2023-08-09 20:00:00,Sí,Franco,21.3,260,33.7,No,58311,477597,No
1678,Entre Ríos,Maíz,466,2.76,2023-03-11 21:00:00,2023-08-09 21:00:00,No,Arcilloso,29.4,82,5.3,Sí,75661,376639,Sí
1679,Córdoba,Cebada,411,5.32,2023-03-11 22:00:00,2023-08-09 22:00:00,Sí,Arenoso,17.3,262,8.4,No,78567,456810,Sí
1680,Entre Ríos,Maíz,360,6.42,2023-03-11 23:00:00,2023-08-09 23:00:00,Sí,Arenoso,8.6,237,30.8,Sí,55379,169189,No
1681,Santa Fe,Soja,110,9.39,2023-03-12 00:00:00,2023-08-10 00:00:00,No,Arenoso,30.6,171,25.7,No,6531,15413,No
1682,Santa Fe,Maíz,90,2.52,2023-03-12 01:00:00,2023-08-10 01:00:00,Sí,Franco,32.8,185,17.1,No,142814,235158,Sí
1683,La Pampa,Cebada,192,5.64,2023-03-12 02:00:00,2023-08-10 02:00:00,No,Arenoso,13.7,41,34.8,No,120074,135984,Sí
1684,Mendoza,Girasol,27,2.42,2023-03-12 03:00:00,2023-08-10 03:00:00,No,Arcilloso,9.8,227,22.2,No,8680,389242,Sí
1685,Córdoba,Trigo,164,4.99,2023-03-12 04:00:00,2023-08-10 04:00:00,Sí,Arcilloso,23.5,273,25.1,Sí,100078,279800,Sí
1686,Entre Ríos,Soja,350,2.8,2023-03-12 05:00:00,2023-08-10 05:00:00,No,Franco,12.3,261,24.6,No,18531,255344,No
1687,Entre Ríos,Maíz,138,8.53,2023-03-12 06:00:00,2023-08-10 06:00:00,Sí,Franco,18.1,131,11.7,No,77811,193833,Sí
1688,Mendoza,Soja,489,3.29,2023-03-12 07:00:00,2023-08-10 07:00:00,No,Franco,32.2,96,19.6,No,102788,153409,Sí
1689,Entre Ríos,Trigo,407,4.75,2023-03-12 08:00:00,2023-08-10 08:00:00,No,Arenoso,12.7,52,11.5,Sí,25181,371129,Sí
1690,Mendoza,Maíz,324,4.67,2023-03-12 09:00:00,2023-08-10 09:00:00,No,Arenoso,33.2,276,20.3,No,44059,273262,No
1691,La Pampa,Girasol,375,8.8,2023-03-12 10:00:00,2023-08-10 10:00:00,No,Arenoso,28.6,193,5.9,Sí,20603,284650,No
1692,La Pampa,Trigo,471,7.82,2023-03-12 11:00:00,2023-08-10 11:00:00,Sí,Arcilloso,12.7,172,16.5,No,187328,326044,Sí
1693,La Pampa,Cebada,170,1.52,2023-03-12 12:00:00,2023-08-10 12:00:00,Sí,Arcilloso,23.4,192,16.2,Sí,95182,373422,Sí
1694,Buenos Aires,Cebada,429,1.6,2023-03-12 13:00:00,2023-08-10 13:00:00,Sí,Arenoso,26.5,144,13.7,Sí,66699,327151,No
1695,Buenos Aires,Soja,128,5.96,2023-03-12 14:00:00,2023-08-10 14:00:00,Sí,Arcilloso,12.0,144,7.4,Sí,51437,125990,Sí
1696,Entre Ríos,Cebada,432,4.85,2023-03-12 15:00:00,2023-08-10 15:00:00,Sí,Arcilloso,10.1,275,28.1,Sí,22891,228276,No
1697,Córdoba,Maíz,385,3.48,2023-03-12 16:00:00,2023-08-10 16:00:00,Sí,Franco,23.6,259,17.6,Sí,184985,173815,No
1698,Córdoba,Cebada,341,8.13,2023-03-12 17:00:00,2023-08-10 17:00:00,No,Arenoso,29.3,14,29.4,Sí,125160,44668,Sí
1699,La Pampa,Girasol,182,2.16,2023-03-12 18:00:00,2023-08-10 18:00:00,Sí,Arcilloso,21.3,282,30.1,No,106056,305994,Sí
1700,Santa Fe,Algodón,162,9.77,2023-03-12 19:00:00,2023-08-10 19:00:00,Sí,Arcilloso,7.5,215,11.4,No,154359,231625,Sí
1701,Córdoba,Maíz,408,1.22,2023-03-12 20:00:00,2023-08-10 20:00:00,Sí,Arenoso,37.4,275,17.6,Sí,90912,87583,Sí
1702,Entre Ríos,Algodón,29,2.06,2023-03-12 21:00:00,2023-08-10 21:00:00,Sí,Arenoso,29.3,107,26.6,No,62772,118326,Sí
1703,Buenos Aires,Soja,43,3.8,2023-03-12 22:00:00,2023-08-10 22:00:00,Sí,Franco,26.7,255,20.0,Sí,91157,423383,No
1704,Entre Ríos,Soja,323,5.58,2023-03-12 23:00:00,2023-08-10 23:00:00,Sí,Franco,27.5,78,30.7,Sí,37522,61793,Sí
1705,Entre Ríos,Cebada,69,2.95,2023-03-13 00:00:00,2023-08-11 00:00:00,Sí,Arenoso,19.0,17,22.1,No,47616,397321,No
1706,Buenos Aires,Cebada,471,7.63,2023-03-13 01:00:00,2023-08-11 01:00:00,Sí,Arcilloso,39.5,212,23.9,Sí,166203,298602,Sí
1707,Mendoza,Soja,167,4.22,2023-03-13 02:00:00,2023-08-11 02:00:00,No,Franco,9.6,208,28.6,No,7301,159256,Sí
1708,La Pampa,Maíz,373,1.35,2023-03-13 03:00:00,2023-08-11 03:00:00,Sí,Arenoso,30.9,10,8.7,No,190095,386255,Sí
1709,Entre Ríos,Trigo,406,8.9,2023-03-13 04:00:00,2023-08-11 04:00:00,No,Franco,19.7,145,22.5,No,50371,54123,No
1710,Santa Fe,Soja,215,9.49,2023-03-13 05:00:00,2023-08-11 05:00:00,Sí,Arcilloso,35.8,34,7.6,Sí,80049,291877,No
1711,La Pampa,Girasol,102,6.57,2023-03-13 06:00:00,2023-08-11 06:00:00,Sí,Arcilloso,30.1,54,12.8,Sí,125463,83525,No
1712,Buenos Aires,Maíz,227,8.26,2023-03-13 07:00:00,2023-08-11 07:00:00,Sí,Arenoso,24.7,27,11.4,No,178222,342693,Sí
1713,Santa Fe,Trigo,332,2.09,2023-03-13 08:00:00,2023-08-11 08:00:00,Sí,Franco,37.8,163,22.0,Sí,139756,412416,No
1714,Córdoba,Trigo,98,3.42,2023-03-13 09:00:00,2023-08-11 09:00:00,Sí,Arcilloso,36.9,108,30.3,No,58598,199453,No
1715,Mendoza,Maíz,484,3.93,2023-03-13 10:00:00,2023-08-11 10:00:00,Sí,Arcilloso,6.8,23,9.0,No,162737,318161,No
1716,Entre Ríos,Soja,182,9.65,2023-03-13 11:00:00,2023-08-11 11:00:00,Sí,Franco,11.7,160,28.1,Sí,148761,371550,Sí
1717,Buenos Aires,Trigo,49,5.61,2023-03-13 12:00:00,2023-08-11 12:00:00,Sí,Arenoso,28.7,164,9.3,Sí,135936,321729,No
1718,Mendoza,Girasol,473,1.07,2023-03-13 13:00:00,2023-08-11 13:00:00,No,Franco,37.3,271,10.7,No,58638,267668,No
1719,Entre Ríos,Algodón,431,4.42,2023-03-13 14:00:00,2023-08-11 14:00:00,No,Franco,20.1,111,32.5,No,130918,362732,Sí
1720,Entre Ríos,Maíz,212,1.07,2023-03-13 15:00:00,2023-08-11 15:00:00,No,Franco,6.3,72,5.3,Sí,53925,315888,No
1721,La Pampa,Cebada,230,3.14,2023-03-13 16:00:00,2023-08-11 16:00:00,Sí,Franco,27.5,49,10.9,No,183353,38911,Sí
1722,Santa Fe,Algodón,56,5.09,2023-03-13 17:00:00,2023-08-11 17:00:00,Sí,Franco,11.8,110,11.5,Sí,111210,222331,No
1723,La Pampa,Soja,252,3.91,2023-03-13 18:00:00,2023-08-11 18:00:00,Sí,Arcilloso,24.3,12,13.5,No,73396,226925,No
1724,Mendoza,Maíz,97,1.29,2023-03-13 19:00:00,2023-08-11 19:00:00,No,Arenoso,18.5,70,15.9,No,176294,458912,Sí
1725,Buenos Aires,Girasol,166,2.05,2023-03-13 20:00:00,2023-08-11 20:00:00,No,Arenoso,24.5,200,8.1,No,108981,99856,No
1726,Mendoza,Algodón,171,5.96,2023-03-13 21:00:00,2023-08-11 21:00:00,Sí,Arcilloso,37.6,290,19.1,No,79976,324606,Sí
1727,Buenos Aires,Algodón,404,7.26,2023-03-13 22:00:00,2023-08-11 22:00:00,No,Arenoso,22.0,23,17.0,No,134801,394566,No
1728,Mendoza,Trigo,29,4.64,2023-03-13 23:00:00,2023-08-11 23:00:00,No,Arenoso,6.2,213,23.7,No,129146,193787,Sí
1729,La Pampa,Soja,157,7.58,2023-03-14 00:00:00,2023-08-12 00:00:00,Sí,Franco,25.3,294,31.0,No,90142,301344,No
1730,Mendoza,Soja,210,2.47,2023-03-14 01:00:00,2023-08-12 01:00:00,No,Arenoso,16.4,146,13.9,Sí,48526,217880,No
1731,Córdoba,Maíz,321,2.1,2023-03-14 02:00:00,2023-08-12 02:00:00,No,Franco,32.2,173,21.4,No,140481,157839,Sí
1732,La Pampa,Maíz,160,8.56,2023-03-14 03:00:00,2023-08-12 03:00:00,Sí,Arenoso,21.4,4,16.1,Sí,38627,395890,Sí
1733,Mendoza,Girasol,109,4.05,2023-03-14 04:00:00,2023-08-12 04:00:00,No,Arcilloso,30.9,6,6.2,No,120688,485998,No
1734,Mendoza,Cebada,256,4.89,2023-03-14 05:00:00,2023-08-12 05:00:00,Sí,Arenoso,36.8,210,29.6,No,171042,67611,Sí
1735,Santa Fe,Maíz,122,9.53,2023-03-14 06:00:00,2023-08-12 06:00:00,Sí,Arcilloso,17.7,270,24.0,No,151332,187785,No
1736,La Pampa,Algodón,228,4.82,2023-03-14 07:00:00,2023-08-12 07:00:00,No,Franco,39.6,275,5.1,No,139215,480892,Sí
1737,Santa Fe,Maíz,353,1.03,2023-03-14 08:00:00,2023-08-12 08:00:00,Sí,Franco,10.2,239,12.5,Sí,38416,478289,Sí
1738,La Pampa,Maíz,369,9.44,2023-03-14 09:00:00,2023-08-12 09:00:00,No,Franco,27.5,3,14.3,Sí,61970,368389,Sí
1739,Buenos Aires,Girasol,34,1.13,2023-03-14 10:00:00,2023-08-12 10:00:00,No,Franco,6.2,201,29.3,No,37405,130206,Sí
1740,La Pampa,Trigo,482,6.96,2023-03-14 11:00:00,2023-08-12 11:00:00,Sí,Arcilloso,12.5,105,27.8,Sí,32495,259249,No
1741,La Pampa,Cebada,298,3.91,2023-03-14 12:00:00,2023-08-12 12:00:00,No,Arenoso,27.2,39,16.9,Sí,169697,447796,Sí
1742,Mendoza,Girasol,424,5.23,2023-03-14 13:00:00,2023-08-12 13:00:00,Sí,Franco,6.6,64,9.7,Sí,104889,452164,No
1743,Córdoba,Maíz,467,5.93,2023-03-14 14:00:00,2023-08-12 14:00:00,No,Franco,8.6,34,16.6,No,175084,173496,No
1744,Entre Ríos,Trigo,112,4.68,2023-03-14 15:00:00,2023-08-12 15:00:00,Sí,Franco,15.2,43,29.3,No,11721,375947,No
1745,La Pampa,Maíz,88,7.97,2023-03-14 16:00:00,2023-08-12 16:00:00,Sí,Arcilloso,25.1,262,18.6,Sí,30534,371437,No
1746,Santa Fe,Girasol,394,9.38,2023-03-14 17:00:00,2023-08-12 17:00:00,Sí,Arcilloso,5.6,149,8.5,No,52857,49757,No
1747,Córdoba,Soja,447,1.78,2023-03-14 18:00:00,2023-08-12 18:00:00,Sí,Arcilloso,21.9,278,6.2,No,186906,236796,No
1748,La Pampa,Maíz,25,8.2,2023-03-14 19:00:00,2023-08-12 19:00:00,Sí,Arenoso,26.9,64,15.0,No,88185,155667,No
1749,Córdoba,Trigo,350,2.16,2023-03-14 20:00:00,2023-08-12 20:00:00,Sí,Arenoso,19.1,275,9.5,Sí,18427,33431,Sí
1750,Buenos Aires,Cebada,68,1.72,2023-03-14 21:00:00,2023-08-12 21:00:00,Sí,Franco,7.4,31,27.4,Sí,27147,236646,No
1751,Córdoba,Soja,203,9.6,2023-03-14 22:00:00,2023-08-12 22:00:00,Sí,Arcilloso,26.4,163,13.4,Sí,97139,80214,No
1752,Buenos Aires,Maíz,134,5.4,2023-03-14 23:00:00,2023-08-12 23:00:00,No,Arenoso,26.2,160,31.3,No,70158,71968,No
1753,Córdoba,Maíz,396,2.37,2023-03-15 00:00:00,2023-08-13 00:00:00,No,Arenoso,22.7,81,23.5,No,44606,317093,No
1754,Córdoba,Trigo,408,6.13,2023-03-15 01:00:00,2023-08-13 01:00:00,No,Arcilloso,29.3,264,16.8,No,176533,50037,No
1755,Santa Fe,Soja,41,3.37,2023-03-15 02:00:00,2023-08-13 02:00:00,No,Arenoso,12.3,41,23.3,No,23123,414697,Sí
1756,Entre Ríos,Soja,187,5.18,2023-03-15 03:00:00,2023-08-13 03:00:00,No,Arcilloso,28.7,198,13.9,No,49116,425623,Sí
1757,Santa Fe,Soja,376,6.62,2023-03-15 04:00:00,2023-08-13 04:00:00,No,Arcilloso,10.7,206,9.2,No,182395,134693,No
1758,Mendoza,Maíz,228,8.82,2023-03-15 05:00:00,2023-08-13 05:00:00,No,Arcilloso,18.7,109,33.9,No,17065,308279,Sí
1759,Córdoba,Soja,109,1.03,2023-03-15 06:00:00,2023-08-13 06:00:00,No,Franco,7.4,131,21.9,No,138758,136700,No
1760,Buenos Aires,Maíz,492,2.93,2023-03-15 07:00:00,2023-08-13 07:00:00,Sí,Arenoso,33.7,230,5.2,Sí,55083,117413,Sí
1761,Córdoba,Maíz,453,1.87,2023-03-15 08:00:00,2023-08-13 08:00:00,No,Franco,23.8,71,14.3,Sí,105327,447351,No
1762,La Pampa,Algodón,112,1.87,2023-03-15 09:00:00,2023-08-13 09:00:00,No,Arcilloso,39.0,123,9.8,No,137414,351124,No
1763,Buenos Aires,Soja,481,9.51,2023-03-15 10:00:00,2023-08-13 10:00:00,No,Arenoso,38.0,196,12.7,No,142286,258328,Sí
1764,La Pampa,Girasol,381,9.42,2023-03-15 11:00:00,2023-08-13 11:00:00,No,Arenoso,39.9,278,6.7,No,110097,213835,No
1765,Mendoza,Cebada,127,7.74,2023-03-15 12:00:00,2023-08-13 12:00:00,Sí,Franco,8.5,106,12.4,No,167928,120867,Sí
1766,La Pampa,Cebada,252,6.79,2023-03-15 13:00:00,2023-08-13 13:00:00,Sí,Franco,26.2,142,25.5,No,75607,132709,Sí
1767,Mendoza,Girasol,128,8.63,2023-03-15 14:00:00,2023-08-13 14:00:00,No,Arenoso,19.3,50,29.6,Sí,33760,38794,Sí
1768,Mendoza,Soja,401,1.53,2023-03-15 15:00:00,2023-08-13 15:00:00,No,Franco,23.6,122,15.4,Sí,82694,130609,No
1769,Mendoza,Maíz,16,2.08,2023-03-15 16:00:00,2023-08-13 16:00:00,Sí,Franco,15.8,49,20.7,Sí,162814,403186,No
1770,La Pampa,Trigo,397,3.85,2023-03-15 17:00:00,2023-08-13 17:00:00,Sí,Arcilloso,6.7,280,6.3,No,159417,229043,No
1771,Mendoza,Girasol,487,8.49,2023-03-15 18:00:00,2023-08-13 18:00:00,Sí,Arenoso,29.8,38,7.7,No,87148,268514,No
1772,Mendoza,Cebada,19,5.25,2023-03-15 19:00:00,2023-08-13 19:00:00,No,Arcilloso,38.8,268,21.6,No,113957,445547,Sí
1773,Santa Fe,Cebada,325,5.53,2023-03-15 20:00:00,2023-08-13 20:00:00,Sí,Arcilloso,23.6,165,30.2,No,176998,300428,Sí
1774,Entre Ríos,Maíz,290,3.06,2023-03-15 21:00:00,2023-08-13 21:00:00,Sí,Arenoso,16.5,35,7.6,No,99330,259726,Sí
1775,Córdoba,Cebada,51,6.84,2023-03-15 22:00:00,2023-08-13 22:00:00,Sí,Arenoso,37.8,108,17.6,Sí,6734,265558,Sí
1776,Mendoza,Cebada,56,8.99,2023-03-15 23:00:00,2023-08-13 23:00:00,Sí,Arcilloso,17.8,242,34.1,No,179102,468216,Sí
1777,Buenos Aires,Maíz,105,3.97,2023-03-16 00:00:00,2023-08-14 00:00:00,Sí,Arenoso,37.0,123,27.2,Sí,63405,34229,Sí
1778,Buenos Aires,Soja,255,6.57,2023-03-16 01:00:00,2023-08-14 01:00:00,Sí,Arcilloso,34.9,222,10.9,No,27523,37586,No
1779,Santa Fe,Algodón,233,3.99,2023-03-16 02:00:00,2023-08-14 02:00:00,No,Arcilloso,23.5,18,13.6,Sí,115316,57135,No
1780,La Pampa,Cebada,123,8.13,2023-03-16 03:00:00,2023-08-14 03:00:00,No,Franco,28.7,36,33.4,Sí,45183,284605,Sí
1781,La Pampa,Algodón,41,5.27,2023-03-16 04:00:00,2023-08-14 04:00:00,Sí,Arcilloso,29.5,216,11.6,No,88304,175726,No
1782,La Pampa,Algodón,339,4.06,2023-03-16 05:00:00,2023-08-14 05:00:00,Sí,Arenoso,27.4,100,18.2,Sí,61861,347388,Sí
1783,Mendoza,Soja,466,4.78,2023-03-16 06:00:00,2023-08-14 06:00:00,Sí,Arcilloso,10.6,192,15.7,No,67582,148776,Sí
1784,Entre Ríos,Trigo,162,1.82,2023-03-16 07:00:00,2023-08-14 07:00:00,No,Arcilloso,29.2,84,19.7,Sí,174757,193103,No
1785,Entre Ríos,Soja,226,8.8,2023-03-16 08:00:00,2023-08-14 08:00:00,No,Arenoso,5.1,232,12.1,Sí,44879,288688,No
1786,La Pampa,Maíz,498,9.62,2023-03-16 09:00:00,2023-08-14 09:00:00,No,Arenoso,29.9,38,25.1,No,23505,479806,No
1787,La Pampa,Maíz,255,5.3,2023-03-16 10:00:00,2023-08-14 10:00:00,No,Franco,24.4,41,12.0,Sí,38350,411732,No
1788,Córdoba,Maíz,281,2.99,2023-03-16 11:00:00,2023-08-14 11:00:00,Sí,Arenoso,14.1,189,23.1,Sí,115502,59789,No
